0,0,0,0,-0.15
0.13553,-0.26749,-0.64916,1.0912,-0.15
0.13553,-0.26749,-0.64916,1.0912,-0.15
0.034078,-0.25892,-0.67194,1.1054,-0.15
-0.068076,-0.26063,-0.66738,1.1025,-0.15
-0.16883,-0.27267,-0.63549,1.0827,-0.15
-0.26625,-0.29555,-0.57623,1.0463,-0.15
-0.26625,0.22805,-0.57623,1.0463,-0.15
0.12435,0.15649,-0.39908,0.94072,-0.15
0.12435,-0.36711,-0.39908,0.94072,-0.15
0.03124,-0.3575,-0.42229,0.95433,-0.15
-0.062419,-0.35941,-0.41766,0.9516,-0.15
-0.155,-0.37293,-0.3851,0.93256,-0.15
-0.24498,-0.39855,-0.32411,0.8972,-0.15
-0.24498,0.12505,-0.32411,0.8972,-0.15
0.11488,0.034111,-0.11381,0.77783,-0.15
0.11488,-0.48949,-0.11381,0.77783,-0.15
0.028838,-0.47847,-0.13887,0.79187,-0.15
-0.057628,-0.48066,-0.13387,0.78907,-0.15
-0.14324,-0.49617,-0.09865,0.76936,-0.15
-0.2268,-0.52582,-0.031832,0.73218,-0.15
-0.2268,-0.0022207,-0.031832,0.73218,-0.15
0,0,0,0,-0.15
