0,0,0,0,-0.15
-1.0427,0.21497,0.62835,-0.14519,-0.15
-1.0427,-0.61391,0.16344,0.625,-0.15
-1.0427,-0.61391,0.16344,0.625,0.3
-1.0427,0.21497,0.62835,-0.14519,0.3
0,0,0,0,0.3
