0,0,0,0,-0.15
0.55431,-0.085321,-0.278,0.53785,-0.15
0.55431,-0.39618,-0.32971,0.90042,-0.15
0.61438,-0.43669,-0.23488,0.8461,-0.15
0.67823,-0.45235,-0.19869,0.82558,-0.15
0.7423,-0.44016,-0.22685,0.84154,-0.15
0.80306,-0.40247,-0.31487,0.89187,-0.15
0.85665,-0.34599,-0.4503,0.97083,-0.15
0.89854,-0.2796,-0.61736,1.0715,-0.15
0.92329,-0.21297,-0.79993,1.1874,-0.15
0.92448,-0.15617,-0.98191,1.3126,-0.15
0.89562,-0.11875,-1.1461,1.4394,-0.15
0.83306,-0.1054,-1.2737,1.5536,-0.15
0.74122,-0.10779,-1.346,1.6283,-0.15
0.63642,-0.10826,-1.3505,1.6333,-0.15
0.5418,-0.10518,-1.2863,1.566,-0.15
0.47505,-0.11575,-1.1647,1.455,-0.15
0.44203,-0.15018,-1.0041,1.3288,-0.15
0.43975,-0.20503,-0.82334,1.2029,-0.15
0.46188,-0.27098,-0.63994,1.0855,-0.15
0.50194,-0.33794,-0.47004,0.98251,-0.15
0.55431,-0.39618,-0.32971,0.90042,-0.15
0.55431,0.12741,-0.32971,0.90042,-0.15
0,0,0,0,-0.15
