0,0,0,0,-0.15
1.2278,0.7639,-1.3302,0.74087,-0.15
1.2278,-0.12503,-1.4305,1.73,-0.15
1.2278,0.7639,-1.3302,0.74087,-0.15
1.1584,0.49135,-1.0984,0.78154,-0.15
1.1584,-0.11476,-1.1713,1.4606,-0.15
1.1584,0.49135,-1.0984,0.78154,-0.15
1.1071,0.26917,-0.82904,0.7344,-0.15
1.1071,-0.18393,-0.88814,1.2466,-0.15
1.1071,0.26917,-0.82904,0.7344,-0.15
1.068,0.0615,-0.52087,0.6339,-0.15
1.068,-0.29661,-0.57353,1.0447,-0.15
1.068,0.0615,-0.52087,0.6339,-0.15
1.0371,-0.15602,-0.15528,0.48584,-0.15
1.0371,-0.44845,-0.20768,0.83067,-0.15
1.0371,-0.15602,-0.15528,0.48584,-0.15
0,0,0,0,-0.15
