0,0,0,0,-0.15
-0.6435,0.27897,-0.84235,0.73791,-0.15
-0.6435,-0.17963,-0.9019,1.2561,-0.15
-0.59448,-0.23369,-0.74085,1.1491,-0.15
-0.55165,-0.30005,-0.56474,1.0393,-0.15
-0.51406,-0.37928,-0.36988,0.9237,-0.15
-0.48089,-0.47386,-0.14938,0.79777,-0.15
-0.48089,-0.47386,-0.14938,0.79777,-0.15
-0.44253,-0.38379,-0.35913,0.91745,-0.15
-0.39938,-0.30834,-0.54374,1.0266,-0.15
-0.35069,-0.24508,-0.7094,1.129,-0.15
-0.29558,-0.19314,-0.85932,1.227,-0.15
-0.29558,-0.19314,-0.85932,1.227,-0.15
-0.38066,-0.18172,-0.89517,1.2514,-0.15
-0.46787,-0.17582,-0.9143,1.2647,-0.15
-0.55593,-0.17514,-0.91654,1.2662,-0.15
-0.6435,-0.17963,-0.9019,1.2561,-0.15
-0.6435,0.80257,-0.84235,0.73791,-0.15
0,0,0,0,-0.15
