0,0,0,0,-0.15
0.19118,-0.73076,0.96201,-0.23125,-0.15
0.19118,-0.36493,1.3004,-0.93551,-0.15
-0.064427,-0.38981,1.3241,-0.93434,-0.15
-0.31204,-0.31868,1.2534,-0.93473,-0.15
-0.31204,-0.67588,0.92789,-0.25201,-0.15
0.16978,-0.52261,0.8162,-0.29359,-0.15
0.16978,-0.19548,1.1097,-0.91427,-0.15
-0.057081,-0.21352,1.1324,-0.91888,-0.15
-0.2783,-0.16083,1.0648,-0.90393,-0.15
-0.2783,-0.47832,0.77924,-0.30093,-0.15
0.15265,-0.33191,0.64164,-0.30973,-0.15
0.15265,-0.04735,0.90487,-0.85752,-0.15
-0.051237,-0.06211,0.92667,-0.86456,-0.15
-0.251,-0.018493,0.86143,-0.84294,-0.15
-0.251,-0.29464,0.60279,-0.30815,-0.15
0,0,0,0,-0.15
