0,0,0,0,-0.15
0.2783,-1.344,1.1649,0.17908,-0.15
0.2783,-1.2157,1.6615,-0.44578,-0.15
0.25518,-0.94033,1.616,-0.67571,-0.15
0.23554,-0.73819,1.551,-0.81283,-0.15
0.23554,-0.73819,1.551,-0.81283,-0.15
0.15866,-0.77414,1.5653,-0.79113,-0.15
0.07983,-0.79707,1.5737,-0.77662,-0.15
0.07983,-0.79707,1.5737,-0.77662,-0.15
0.15866,-0.77414,1.5653,-0.79113,-0.15
0.23554,-0.73819,1.551,-0.81283,-0.15
0.23554,-0.73819,1.551,-0.81283,-0.15
0.21867,-0.5864,1.4742,-0.88778,-0.15
0.20402,-0.46595,1.3899,-0.92396,-0.15
0.20402,-0.46595,1.3899,-0.92396,-0.15
0.13707,-0.48519,1.4049,-0.91975,-0.15
0.068856,-0.49714,1.414,-0.91683,-0.15
0.068856,-0.87573,1.0383,-0.16252,-0.15
0,-1.4003,1.169,0.23136,-0.15
0,-1.3612,1.6726,-0.31138,-0.15
0,-1.0402,1.6371,-0.59685,-0.15
0,-0.80496,1.5765,-0.77151,-0.15
0,-0.80496,1.5765,-0.77151,-0.15
0,-0.63335,1.5011,-0.86776,-0.15
0,-0.5012,1.417,-0.91578,-0.15
0,-0.87986,1.0401,-0.16028,-0.15
-0.094952,-1.394,1.1686,0.22535,-0.15
-0.094952,-1.3441,1.6717,-0.32757,-0.15
-0.07983,-0.79707,1.5737,-0.77662,-0.15
-0.068856,-0.49714,1.414,-0.91683,-0.15
-0.068856,-0.49714,1.414,-0.91683,-0.15
-0.15866,-0.77414,1.5653,-0.79113,-0.15
-0.2783,-1.2157,1.6615,-0.44578,-0.15
-0.2783,-1.2157,1.6615,-0.44578,-0.15
-0.23554,-0.73819,1.551,-0.81283,-0.15
-0.20402,-0.46595,1.3899,-0.92396,-0.15
-0.20402,-0.8433,1.0229,-0.17958,-0.15
0,0,0,0,-0.15
