0,0,0,0,-0.15
0.1566,-0.37836,0.68788,-0.30953,-0.15
0.1566,-0.083288,0.95746,-0.87417,-0.15
-0.052583,-0.098674,0.97944,-0.88077,-0.15
-0.25732,-0.053318,0.91372,-0.8604,-0.15
-0.25732,-0.33962,0.64948,-0.30986,-0.15
0.1419,-0.19567,0.49215,-0.29647,-0.15
0.1419,0.058433,0.74091,-0.79934,-0.15
-0.047583,0.045024,0.76238,-0.80741,-0.15
-0.23374,0.084885,0.69801,-0.7829,-0.15
-0.23374,-0.16182,0.45184,-0.29001,-0.15
0.1297,-0.016161,0.2645,-0.24833,-0.15
0.1297,0.19964,0.50464,-0.70428,-0.15
-0.043451,0.18713,0.52624,-0.71337,-0.15
-0.21406,0.22454,0.46129,-0.68584,-0.15
-0.21406,0.015233,0.22127,-0.2365,-0.15
0,0,0,0,-0.15
