0,0,0,0,-0.15
0,-0.30461,0.11249,0.36665,-0.15
0,-0.56498,0.055529,0.68399,-0.15
0.033536,-0.53649,-0.007938,0.71896,-0.15
0.057866,-0.47181,-0.15406,0.8004,-0.15
0.070777,-0.40851,-0.30065,0.88369,-0.15
0.080915,-0.36936,-0.39366,0.93756,-0.15
0.10206,-0.35517,-0.42795,0.95765,-0.15
0.14004,-0.35116,-0.43768,0.96338,-0.15
0.18634,-0.3385,-0.46865,0.98169,-0.15
0.22303,-0.30724,-0.54651,1.0283,-0.15
0.23247,-0.26384,-0.65883,1.0972,-0.15
0.20812,-0.22487,-0.76568,1.1651,-0.15
0.16253,-0.2015,-0.83389,1.2099,-0.15
0.12056,-0.19023,-0.86831,1.2331,-0.15
0.098322,-0.17787,-0.90759,1.26,-0.15
0.091695,-0.1553,-0.98508,1.3149,-0.15
0.082461,-0.12835,-1.0957,1.3986,-0.15
0.052284,-0.11127,-1.1971,1.483,-0.15
3.7873e-17,-0.10718,-1.2386,1.5204,-0.15
-0.052284,-0.11127,-1.1971,1.483,-0.15
-0.082461,-0.12835,-1.0957,1.3986,-0.15
-0.091695,-0.1553,-0.98508,1.3149,-0.15
-0.098322,-0.17787,-0.90759,1.26,-0.15
-0.12056,-0.19023,-0.86831,1.2331,-0.15
-0.16253,-0.2015,-0.83389,1.2099,-0.15
-0.20812,-0.22487,-0.76568,1.1651,-0.15
-0.23247,-0.26384,-0.65883,1.0972,-0.15
-0.22303,-0.30724,-0.54651,1.0283,-0.15
-0.18634,-0.3385,-0.46865,0.98169,-0.15
-0.14004,-0.35116,-0.43768,0.96338,-0.15
-0.10206,-0.35517,-0.42795,0.95765,-0.15
-0.080915,-0.36936,-0.39366,0.93756,-0.15
-0.070777,-0.40851,-0.30065,0.88369,-0.15
-0.057866,-0.47181,-0.15406,0.8004,-0.15
-0.033536,-0.53649,-0.007938,0.71896,-0.15
-4.68e-17,-0.041385,0.055529,0.68399,-0.15
0,0,0,0,0
0,-0.42007,0.32833,0.26627,-0.15
0,-0.65979,0.26359,0.57074,-0.15
0.059532,-0.53005,-0.022343,0.72693,-0.15
0.12609,-0.43263,-0.24429,0.85146,-0.15
0.20029,-0.35637,-0.42504,0.95594,-0.15
0.28255,-0.29661,-0.57353,1.0447,-0.15
0.28255,-0.29661,-0.57353,1.0447,-0.15
0.23061,-0.21184,-0.80324,1.1896,-0.15
0.16821,-0.1487,-1.0097,1.3329,-0.15
0.092519,-0.11139,-1.1962,1.4821,-0.15
0,-0.10982,-1.3631,1.6474,-0.15
0,-0.10982,-1.3631,1.6474,-0.15
-0.092519,-0.11139,-1.1962,1.4821,-0.15
-0.16821,-0.1487,-1.0097,1.3329,-0.15
-0.23061,-0.21184,-0.80324,1.1896,-0.15
-0.28255,-0.29661,-0.57353,1.0447,-0.15
-0.28255,-0.29661,-0.57353,1.0447,-0.15
-0.20029,-0.35637,-0.42504,0.95594,-0.15
-0.12609,-0.43263,-0.24429,0.85146,-0.15
-0.059532,-0.53005,-0.022343,0.72693,-0.15
0,-0.65979,0.26359,0.57074,-0.15
0,-0.1362,0.26359,0.57074,-0.15
0,0,0,0,-0.15
