0,0,0,0,-0.15
1.2278,-0.83635,1.0195,-0.18311,-0.15
1.2278,-0.4594,1.3846,-0.92525,-0.15
1.2278,-0.83635,1.0195,-0.18311,-0.15
1.1584,-0.55208,0.83961,-0.28753,-0.15
1.1584,-0.21869,1.1388,-0.92011,-0.15
1.1584,-0.55208,0.83961,-0.28753,-0.15
1.1071,-0.29521,0.6034,-0.30819,-0.15
1.1071,-0.018937,0.86211,-0.84317,-0.15
1.1071,-0.29521,0.6034,-0.30819,-0.15
1.068,-0.049803,0.30972,-0.25992,-0.15
1.068,0.17301,0.55048,-0.72349,-0.15
1.068,-0.049803,0.30972,-0.25992,-0.15
1.0371,0.20867,-0.065773,-0.1429,-0.15
1.0371,0.37837,0.18487,-0.56324,-0.15
1.0371,0.20867,-0.065773,-0.1429,-0.15
0,0,0,0,-0.15
